Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Red,FALSE,Lightweight,3,0,1,0,2,2,0,0,0,0,1,2,0,3,Orthodox,172.72,177.8,155,0,3,0,3,0,1,0,0,0,0,3,0,3,Southpaw,182.88,193.04,170,28,22
Red,FALSE,Light Heavyweight,3,1,0,0,2,1,0,0,0,0,2,0,0,2,Orthodox,182.88,182.88,205,0,1,0,1,3,0,0,0,0,2,0,0,3,Orthodox,187.96,190.5,205,36,29
Red,FALSE,Lightweight,3,1,0,0,4,3,0,0,1,2,0,2,0,5,Orthodox,175.26,183.6162102,155,2,0,0,2,3,0,0,0,1,0,1,0,2,Orthodox,180.34,182.88,170,31,25
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,183.6162102,155,0,1,0,1,1,1,0,0,0,0,1,0,1,Orthodox,165.1,170.18,135,39,26
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,177.8,183.6162102,170,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,29,30
Red,FALSE,Welterweight,3,1,0,0,0,1,1,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,23,24
Red,TRUE,Middleweight,5,1,0,0,2,1,2,0,1,1,0,0,0,2,Orthodox,180.34,187.96,185,0,5,0,5,0,3,0,0,0,4,1,0,5,Southpaw,187.96,195.58,185,37,32
Red,FALSE,Heavyweight,3,0,2,0,2,1,0,1,0,1,1,0,1,4,Orthodox,193.04,208.28,240,1,0,0,1,2,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,250,32,29
Red,FALSE,Middleweight,3,0,1,0,1,4,0,0,0,1,2,0,0,3,Orthodox,182.88,182.88,185,0,1,0,5,3,0,0,1,1,4,1,0,7,Southpaw,180.34,187.96,185,26,27
Red,FALSE,Middleweight,3,0,1,0,4,4,3,0,0,2,4,4,1,11,Orthodox,182.88,187.96,185,0,1,0,4,1,0,0,0,3,2,0,0,5,Southpaw,187.96,190.5,170,37,26
Red,FALSE,Heavyweight,3,0,3,0,3,0,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,0,2,0,6,4,5,0,0,1,6,2,0,9,Orthodox,190.5,195.58,240,23,29
Red,FALSE,Welterweight,3,0,2,0,2,2,1,0,0,1,2,0,0,3,Orthodox,182.88,187.96,170,2,0,0,2,3,0,0,0,0,2,0,0,2,Orthodox,172.72,177.8,170,27,27
Red,FALSE,Welterweight,3,0,3,0,3,1,0,0,0,1,0,2,0,3,Orthodox,185.42,193.04,170,1,0,0,5,2,0,0,0,3,2,2,0,7,Orthodox,177.8,185.42,170,21,30
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,175.26,183.6162102,155,1,0,0,2,2,0,0,1,1,0,0,0,2,Orthodox,170.18,175.26,155,35,31
Red,TRUE,Heavyweight,5,0,1,0,5,3,8,0,0,4,5,0,0,9,Orthodox,203.2,203.2,265,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,190.5,195.58,240,31,31
Red,FALSE,Middleweight,3,0,2,0,4,4,2,0,0,1,1,4,0,6,Orthodox,185.42,187.96,185,1,0,0,4,1,1,0,0,3,0,1,0,4,Orthodox,182.88,187.96,185,32,28
Red,FALSE,Lightweight,3,0,3,0,3,1,0,0,0,2,0,1,0,3,Southpaw,177.8,180.34,155,0,2,0,2,1,0,0,1,1,0,1,0,3,Orthodox,167.64,172.72,145,24,23
Red,FALSE,Middleweight,3,1,0,0,2,3,0,0,0,0,2,0,0,2,Orthodox,172.72,180.34,185,3,0,0,0,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,27,36
Red,FALSE,Lightweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,23,26
Red,FALSE,Welterweight,3,0,1,0,2,2,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,1,0,0,5,1,0,0,0,1,2,2,0,5,Orthodox,185.42,195.58,170,27,28
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,0,2,0,0,2,Southpaw,182.88,182.88,185,0,2,0,2,4,1,0,0,1,1,0,0,2,Orthodox,180.34,180.34,170,29,27
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,1,0,0,2,1,0,0,0,1,0,1,0,2,Orthodox,170.18,172.72,145,32,23
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Southpaw,175.26,172.72,155,0,2,0,2,0,1,0,0,0,0,2,0,2,Southpaw,182.88,193.04,170,25,22
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,165.1,183.6162102,155,1,0,0,2,2,0,0,0,0,0,2,0,2,Orthodox,172.72,177.8,155,31,28
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,167.64,177.8,145,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,155,29,28
Red,FALSE,Lightweight,3,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,145,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,145,23,21
Red,TRUE,Lightweight,5,0,4,0,4,1,1,0,0,2,0,2,1,5,Orthodox,170.18,177.8,145,0,1,0,3,4,4,0,0,1,4,2,0,7,Orthodox,175.26,177.8,155,25,29
Red,FALSE,Heavyweight,3,1,0,0,4,1,1,0,0,0,3,1,0,4,Orthodox,187.96,193.04,242,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,193.04,195.58,231,28,30
Red,FALSE,Welterweight,3,0,2,0,2,0,0,0,0,0,1,1,0,2,Orthodox,175.26,182.88,170,0,5,0,5,1,0,0,0,1,1,3,0,5,Southpaw,177.8,177.8,170,29.64922049,34
Red,FALSE,Light Heavyweight,3,0,1,0,3,1,0,0,0,0,3,1,0,4,Orthodox,190.5,190.5,185,0,3,0,3,1,0,0,0,0,0,3,0,3,Orthodox,185.42,193.04,185,32,29
Red,FALSE,Middleweight,3,1,0,0,3,1,1,0,0,1,1,1,0,3,Orthodox,198.12,200.66,185,1,0,0,1,4,0,0,0,2,1,0,0,3,Orthodox,185.42,185.42,185,25,35
Red,FALSE,Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,193.04,183.6162102,243,2,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,193.04,198.12,245,39,31
Red,TRUE,Welterweight,5,0,1,0,6,3,11,0,0,4,5,4,2,15,Switch,175.26,185.42,170,0,1,0,5,2,3,0,1,3,3,1,0,8,Orthodox,180.34,193.04,185,34,26
Red,FALSE,Light Heavyweight,3,1,0,0,1,2,1,0,0,0,1,0,0,1,Orthodox,180.34,187.96,205,2,0,0,7,4,7,0,0,5,9,0,1,15,Orthodox,187.96,193.04,205,31,38
Red,FALSE,Lightweight,3,1,0,0,2,2,0,0,0,0,2,0,1,3,Orthodox,175.26,172.72,155,0,1,0,1,3,0,0,0,0,0,2,0,2,Southpaw,175.26,182.88,155,24,31
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,155,1,0,0,0,1,1,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,24,26
Red,FALSE,Middleweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,170.18,183.6162102,185,1,0,0,2,1,0,0,0,1,0,1,0,2,Orthodox,185.42,190.5,185,31,31
Red,FALSE,Welterweight,3,1,0,0,2,2,0,0,0,1,0,2,0,3,Southpaw,182.88,177.8,170,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,180.34,187.96,170,33,29
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,183.6162102,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,190.5,155,27,26
Red,FALSE,Lightweight,3,0,1,0,1,2,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,155,0,5,0,5,0,0,0,0,2,3,0,0,5,Orthodox,175.26,177.8,155,25,24
Red,FALSE,Light Heavyweight,3,0,4,0,4,0,1,0,1,0,3,0,0,4,Orthodox,185.42,190.5,185,1,0,0,5,1,1,1,2,0,2,0,0,5,Orthodox,182.88,190.5,205,28,28
Red,FALSE,Light Heavyweight,3,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,182.88,182.88,205,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,187.96,187.96,205,35,25
Red,FALSE,Middleweight,3,2,0,0,1,3,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,185,0,2,0,2,2,1,0,0,0,0,2,0,2,Orthodox,185.42,195.58,205,30,27
Red,FALSE,Lightweight,3,0,1,0,2,2,0,0,0,1,2,1,1,5,Southpaw,170.18,177.8,155,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,167.64,172.72,145,31,26
Red,FALSE,Welterweight,3,0,1,0,2,6,1,0,0,0,0,3,0,3,Orthodox,180.34,172.72,170,0,3,0,3,2,0,0,0,1,4,0,0,5,Orthodox,175.26,177.8,170,33,24
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,170.18,183.6162102,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155,26,34
Red,TRUE,Middleweight,5,0,2,0,7,1,4,0,0,2,5,1,1,9,Southpaw,185.42,190.5,185,0,4,0,4,0,2,0,0,0,3,1,0,4,Southpaw,187.96,195.58,185,33,32
Red,FALSE,Heavyweight,3,0,4,0,4,0,0,0,0,0,3,1,0,4,Orthodox,190.5,193.04,230,1,0,0,5,3,8,0,0,3,5,0,0,8,Orthodox,203.2,203.2,265,30,31
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,1,1,0,0,0,2,Orthodox,170.18,175.26,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,175.26,172.72,155,30,25
Red,FALSE,Light Heavyweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,185,0,1,0,3,3,1,0,0,2,0,2,0,4,Orthodox,193.04,198.12,205,30,30
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,1,0,1,0,2,Orthodox,190.5,187.96,185,0,1,0,1,2,0,0,0,0,1,1,0,2,Orthodox,187.96,185.42,185,32,23
Red,FALSE,Middleweight,3,0,1,0,2,1,0,0,0,0,1,2,0,3,Orthodox,190.5,203.2,185,1,0,0,4,1,0,0,0,2,2,0,0,4,Southpaw,187.96,190.5,170,32,26
Red,FALSE,Welterweight,3,0,1,0,1,2,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,1,0,0,2,2,0,0,0,2,1,1,0,4,Orthodox,177.8,182.88,170,32,27
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,183.6162102,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,35,26
Red,FALSE,Light Heavyweight,3,1,0,0,7,3,7,0,0,5,9,0,1,15,Orthodox,187.96,193.04,205,1,0,0,2,2,0,0,0,2,2,0,0,4,Orthodox,187.96,193.04,185,37,31
Red,FALSE,Welterweight,3,1,0,0,6,1,1,0,0,3,3,0,0,6,Southpaw,177.8,182.88,170,0,6,0,6,0,0,0,0,2,1,3,0,6,Orthodox,182.88,193.04,170,25,29
Red,FALSE,Lightweight,3,0,2,0,2,0,0,0,0,1,0,1,0,2,Orthodox,170.18,172.72,145,0,1,0,1,1,0,0,1,0,0,1,0,2,Orthodox,167.64,172.72,145,22,23
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,1,0,0,1,3,0,0,0,0,0,1,0,1,Southpaw,175.26,182.88,155,23,31
Red,FALSE,Lightweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,167.64,183.6162102,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,145,25,21
Red,FALSE,Lightweight,3,0,4,0,4,2,0,0,1,2,0,2,0,5,Orthodox,175.26,183.6162102,155,0,2,0,3,2,2,0,0,0,1,3,1,5,Southpaw,177.8,187.96,145,30,31
Red,FALSE,Middleweight,3,0,2,0,2,2,0,0,0,0,2,0,0,2,Orthodox,172.72,180.34,185,2,0,0,5,3,0,0,1,1,3,1,0,6,Southpaw,180.34,187.96,185,26,27
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,145,0,1,0,1,0,1,0,0,0,0,1,0,1,Southpaw,182.88,193.04,170,26,22
Red,FALSE,Middleweight,3,3,0,0,1,3,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,1,0,0,3,1,1,0,0,0,3,0,0,3,Open Stance,182.88,182.88,185,25,35
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,170,0,1,0,1,2,1,0,0,1,1,0,0,2,Orthodox,182.88,187.96,170,24,27
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,177.8,175.26,145,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,145,28,23
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,168,0,2,0,2,2,0,0,0,1,3,0,0,4,Orthodox,175.26,177.8,170,31,23
Red,FALSE,Welterweight,3,1,0,0,1,2,0,1,0,0,0,0,1,2,Orthodox,182.88,185.42,170,0,2,0,2,1,0,0,0,1,0,1,0,2,Orthodox,185.42,193.04,170,28,21
Red,TRUE,Light Heavyweight,5,0,2,0,2,0,1,0,1,1,0,0,0,2,Orthodox,180.34,187.96,185,0,2,0,2,0,1,0,0,0,2,0,0,2,Orthodox,185.42,185.42,205,37,29
Red,FALSE,Light Heavyweight,3,0,3,0,3,0,0,0,0,1,2,0,0,3,Orthodox,185.42,193.04,205,0,3,0,3,0,1,0,0,0,3,0,0,3,Orthodox,185.42,190.5,185,30,28
Red,FALSE,Heavyweight,3,1,0,0,1,1,0,0,0,0,1,0,0,1,Southpaw,187.96,185.42,230,0,1,0,2,1,0,1,0,0,1,0,1,3,Orthodox,193.04,208.28,240,32,32
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,155,0,4,0,4,1,0,0,0,1,1,2,0,4,Southpaw,177.8,177.8,170,27,34
Red,FALSE,Light Heavyweight,3,0,1,0,1,3,0,0,0,1,1,0,0,2,Orthodox,182.88,182.88,185,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,205,26,35
Red,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,155,0,2,0,2,1,0,0,0,1,0,1,0,2,Southpaw,177.8,180.34,155,21,23
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,25,28
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,172.72,183.6162102,170,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,170,29,29.94031903
Red,TRUE,Heavyweight,5,0,4,0,4,0,0,0,0,0,3,1,0,4,Orthodox,187.96,193.04,242,0,1,0,7,5,14,1,0,3,5,2,1,12,Orthodox,185.42,190.5,205,28,44
Red,FALSE,Welterweight,3,0,5,0,5,1,0,0,0,3,2,2,0,7,Orthodox,177.8,185.42,170,1,0,0,5,2,3,0,1,2,3,1,0,7,Orthodox,180.34,193.04,185,29,26
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,0,0,0,2,0,2,Orthodox,172.72,177.8,155,0,3,0,3,1,1,0,0,1,0,2,1,4,Orthodox,170.18,177.8,145,28,25
Red,FALSE,Middleweight,3,0,3,0,3,0,1,0,0,1,1,1,0,3,Orthodox,198.12,200.66,185,0,1,0,1,4,1,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,24,27
Red,FALSE,Light Heavyweight,3,1,0,0,2,1,0,0,1,0,0,1,0,2,Orthodox,180.34,182.88,205,2,0,0,3,4,1,1,0,1,0,3,0,5,Orthodox,185.42,190.5,205,31,31
Red,FALSE,Heavyweight,3,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,193.04,198.12,245,1,0,0,4,3,1,0,0,1,1,4,0,7,Southpaw,190.5,200.66,264,31,28
Red,TRUE,Middleweight,5,0,4,0,4,0,0,0,0,3,0,1,0,4,Orthodox,182.88,187.96,185,0,3,0,3,0,1,0,0,0,2,1,0,3,Southpaw,187.96,195.58,185,28,32
Blue,FALSE,Light Heavyweight,3,1,0,0,6,5,10,0,2,3,7,1,1,14,Orthodox,190.5,187.96,205,0,5,0,5,0,1,1,2,0,2,0,0,5,Orthodox,182.88,190.5,205,32,27
Red,TRUE,Lightweight,5,0,3,0,3,2,0,0,0,1,2,2,0,5,Orthodox,167.64,180.34,155,0,2,0,3,2,2,0,0,3,0,1,1,5,Orthodox,167.64,170.18,155,32,33
Red,FALSE,Light Heavyweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,193.04,183.6162102,205,2,0,0,3,3,1,0,0,2,0,1,0,3,Orthodox,193.04,198.12,205,35,30
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,167.64,183.6162102,155,0,1,0,1,1,0,0,1,0,0,0,0,1,Orthodox,170.18,175.26,155,25,30
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,170,4,0,0,2,6,1,0,0,0,0,2,0,2,Orthodox,180.34,172.72,170,29.64922049,32
Red,FALSE,Lightweight,3,1,0,0,6,2,3,1,0,3,2,0,0,6,Southpaw,170.18,177.8,145,2,0,0,3,4,4,0,0,1,4,1,0,6,Orthodox,175.26,177.8,155,32,28
Red,FALSE,Middleweight,3,0,4,0,4,0,0,0,0,2,2,0,0,4,Southpaw,187.96,190.5,170,0,1,0,7,1,4,0,0,1,5,1,1,8,Southpaw,185.42,190.5,185,25,32
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,205,1,0,0,3,2,1,0,0,2,1,1,0,4,Orthodox,190.5,195.58,205,31,28
Red,FALSE,Middleweight,3,1,0,0,2,1,0,0,0,1,0,1,0,2,Orthodox,187.96,195.58,185,1,0,0,2,1,0,0,0,0,0,2,0,2,Orthodox,190.5,203.2,185,31,32
Red,FALSE,Lightweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,170.18,177.8,155,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,167.64,172.72,145,25,23
Red,FALSE,Middleweight,3,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,182.88,177.8,185,0,1,0,1,2,1,0,0,0,0,1,0,1,Orthodox,185.42,195.58,205,28,26
Red,FALSE,Lightweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,175.26,177.8,155,1,0,0,2,2,0,0,0,0,2,1,1,4,Southpaw,170.18,177.8,155,23,31
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,180.34,187.96,170,0,5,0,5,0,0,0,0,2,1,2,0,5,Orthodox,182.88,193.04,170,29,29
Red,FALSE,Welterweight,3,1,0,0,2,2,0,0,0,0,2,0,0,2,Orthodox,172.72,177.8,170,2,0,0,1,2,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,170,26,31
Red,TRUE,Light Heavyweight,5,0,7,0,7,2,6,0,0,5,9,0,1,15,Orthodox,187.96,193.04,205,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,37,28
Red,FALSE,Welterweight,3,0,2,0,2,1,0,0,0,2,1,1,0,4,Orthodox,177.8,182.88,170,0,1,0,4,2,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,170,27,24
Red,FALSE,Middleweight,3,1,0,0,2,2,0,0,0,0,1,2,0,3,Orthodox,182.88,183.6162102,185,0,1,0,1,2,0,0,0,0,1,0,0,1,Orthodox,172.72,180.34,185,36,26
Red,FALSE,Middleweight,3,1,0,0,5,2,0,0,1,1,3,1,0,6,Southpaw,180.34,187.96,185,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,190.5,187.96,185,26,32
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,177.8,183.6162102,185,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,187.96,185.42,185,29,23
Red,FALSE,Light Heavyweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,205,0,2,0,2,1,0,0,0,0,0,2,0,2,Orthodox,185.42,193.04,185,26,28
Red,FALSE,Heavyweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Southpaw,187.96,185.42,230,0,3,0,3,0,0,0,0,0,2,1,0,3,Orthodox,187.96,193.04,242,32,27
Red,FALSE,Light Heavyweight,3,5,0,0,1,5,1,0,0,0,0,1,0,1,Orthodox,190.5,195.58,205,0,2,0,2,0,1,0,0,0,2,0,0,2,Orthodox,185.42,190.5,185,36,28
Red,FALSE,Light Heavyweight,3,0,2,0,2,0,0,0,1,0,0,1,0,2,Orthodox,180.34,182.88,205,0,1,0,1,0,0,0,0,1,0,0,0,1,Southpaw,185.42,187.96,185,31,28
Red,FALSE,Heavyweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,177.8,183.6162102,241,1,0,0,2,1,0,0,0,0,1,0,1,2,Orthodox,193.04,208.28,240,32,31
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,183.6162102,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,29.64922049,25
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,205,2,0,0,1,3,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,29.64922049,25
Red,TRUE,Welterweight,5,0,5,0,5,1,2,0,1,2,3,1,0,7,Orthodox,180.34,193.04,185,0,1,0,2,4,1,1,1,2,0,1,0,5,Orthodox,167.64,172.72,170,25,32
Red,FALSE,Welterweight,3,0,6,0,6,0,1,0,0,3,3,0,0,6,Southpaw,177.8,182.88,170,0,4,0,4,1,0,0,0,2,2,2,0,6,Orthodox,177.8,185.42,170,25,29
Red,FALSE,Middleweight,3,0,5,0,5,0,0,0,0,1,2,2,0,5,Orthodox,185.42,195.58,170,0,3,0,3,0,0,0,0,1,2,0,0,3,Southpaw,187.96,190.5,170,27,25
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,187.96,185.42,185,0,2,0,2,0,1,0,0,1,1,0,0,2,Orthodox,198.12,200.66,185,22,24
Red,FALSE,Heavyweight,3,2,0,0,0,2,1,0,0,0,0,0,0,0,Orthodox,200.66,183.6162102,265,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,250,30,29
Red,FALSE,Middleweight,3,2,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,24,25
Red,FALSE,Welterweight,3,0,1,0,1,2,0,0,0,0,0,3,0,3,Orthodox,175.26,183.6162102,170,0,2,0,2,1,0,0,0,1,0,1,0,2,Southpaw,177.8,177.8,170,36,33
Red,FALSE,Welterweight,3,2,0,0,0,2,1,0,0,0,0,0,0,0,Orthodox,175.26,183.6162102,170,1,0,0,1,2,1,0,0,1,0,0,0,1,Orthodox,182.88,187.96,170,29,26
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,0,0,2,0,1,3,Orthodox,175.26,172.72,155,0,2,0,2,1,1,0,0,1,0,1,1,3,Orthodox,170.18,177.8,145,24,24
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,170.18,183.6162102,155,1,0,0,3,2,2,0,0,0,0,2,1,3,Southpaw,177.8,187.96,145,34,30
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,185.42,193.04,185,27,28
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,170,1,0,0,2,3,0,0,0,0,0,3,0,3,Orthodox,177.8,177.8,155,22,27
Red,FALSE,Welterweight,3,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,168,31,30
Red,TRUE,Heavyweight,5,0,5,0,5,2,7,0,0,3,5,0,0,8,Orthodox,203.2,203.2,265,1,0,0,7,5,13,1,0,2,5,2,1,11,Orthodox,185.42,190.5,205,30,43
Red,FALSE,Middleweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Southpaw,182.88,182.88,185,0,2,0,2,0,0,0,0,1,0,1,0,2,Orthodox,182.88,182.88,170,28,24
Red,FALSE,Middleweight,3,0,2,0,2,0,0,0,0,0,0,2,0,2,Orthodox,190.5,203.2,185,1,0,0,7,1,4,0,0,1,4,1,1,7,Southpaw,185.42,190.5,185,31,32
Red,FALSE,Welterweight,3,3,0,0,2,5,1,0,0,0,0,2,0,2,Orthodox,180.34,172.72,170,1,0,0,6,3,11,0,0,3,5,4,2,14,Switch,175.26,185.42,170,32,33
Red,FALSE,Light Heavyweight,3,1,0,0,3,3,1,1,0,1,0,3,0,5,Orthodox,185.42,190.5,205,1,0,0,3,1,0,0,0,0,2,1,0,3,Orthodox,190.5,190.5,185,31,31
Red,FALSE,Welterweight,3,0,2,0,2,1,0,0,0,0,2,0,0,2,Orthodox,172.72,177.8,170,0,4,0,4,0,0,0,0,2,1,1,0,4,Orthodox,182.88,193.04,170,26,29
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,26,23
Red,FALSE,Middleweight,3,0,1,0,1,2,1,0,0,0,1,1,0,2,Orthodox,180.34,190.5,185,0,2,0,2,0,1,0,0,0,2,0,0,2,Southpaw,187.96,195.58,185,33,31
