Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Red,FALSE,Middleweight,3,0,2,0,4,2,0,0,0,0,2,4,0,6,Orthodox,185.42,193.04,185,0,1,0,4,2,1,0,0,3,1,2,0,6,Orthodox,182.88,187.96,185,30,29
Red,FALSE,Middleweight,3,1,0,0,1,2,0,0,0,1,0,0,0,1,Southpaw,185.42,187.96,205,0,4,0,4,0,0,0,0,0,0,4,0,4,Southpaw,185.42,182.88,170,31,31
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,175.26,183.6162102,170,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,29,24
Red,FALSE,Lightweight,3,0,1,0,2,2,0,0,0,1,2,0,0,3,Orthodox,172.72,180.34,145,0,1,0,3,1,0,0,0,0,2,2,0,4,Orthodox,177.8,180.34,155,22,24
Red,FALSE,Lightweight,3,1,0,0,2,1,1,0,0,0,0,2,0,2,Orthodox,172.72,177.8,155,1,0,0,2,4,0,0,0,2,0,1,0,3,Orthodox,180.34,182.88,170,29,25
Red,FALSE,Welterweight,3,0,1,0,2,4,0,0,0,2,2,0,0,4,Orthodox,172.72,177.8,170,0,1,0,1,2,0,0,0,0,3,0,0,3,Orthodox,187.96,198.12,205,28,24
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,1,0,1,0,0,2,Orthodox,175.26,177.8,155,0,1,0,2,3,0,0,0,1,1,2,0,4,Orthodox,172.72,177.8,155,27,29
Red,FALSE,Lightweight,3,1,0,0,4,4,0,0,1,1,0,3,0,5,Southpaw,175.26,182.88,155,2,0,0,3,3,0,0,0,2,0,1,0,3,Southpaw,177.8,180.34,155,32,25
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,177.8,183.6162102,170,0,1,0,1,0,0,0,0,1,0,0,0,1,Southpaw,185.42,187.96,170,27,23
Red,TRUE,Welterweight,5,0,3,0,3,4,6,0,0,1,5,3,0,9,Orthodox,175.26,177.8,155,0,4,0,5,2,6,0,1,4,4,2,0,11,Orthodox,180.34,193.04,185,30,27
Red,FALSE,Light Heavyweight,3,0,4,0,4,0,0,0,0,0,4,0,0,4,Orthodox,187.96,187.96,205,0,5,0,5,0,0,0,0,4,0,1,0,5,Southpaw,185.42,187.96,185,26,30
Red,FALSE,Light Heavyweight,3,0,2,0,3,3,1,0,0,2,1,2,0,5,Orthodox,193.04,198.12,205,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,193.04,213.36,205,31,21
Blue,FALSE,Welterweight,3,0,2,0,2,0,0,0,1,0,1,0,0,2,Southpaw,187.96,193.04,170,1,0,0,4,3,0,0,1,5,1,1,0,8,Orthodox,177.8,182.88,170,27,26
Red,FALSE,Lightweight,3,0,5,0,5,0,1,0,1,0,0,4,0,5,Southpaw,182.88,193.04,170,0,2,0,2,3,0,0,1,1,1,1,0,4,Orthodox,170.18,177.8,155,23,27
Red,FALSE,Welterweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Switch,170.18,172.72,170,1,0,0,8,1,1,0,1,3,1,3,0,8,Orthodox,182.88,193.04,170,34,30
Red,FALSE,Lightweight,3,1,0,0,2,2,1,0,0,0,0,2,0,2,Orthodox,165.1,170.18,135,2,0,0,2,3,0,0,0,2,0,1,0,3,Orthodox,170.18,172.72,145,27,24
Red,FALSE,Light Heavyweight,3,1,0,0,2,2,0,0,0,1,0,1,0,2,Orthodox,187.96,195.58,234,2,0,0,3,2,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,33,24
Red,FALSE,Light Heavyweight,3,0,2,0,7,2,5,0,0,2,7,1,1,11,Southpaw,185.42,190.5,185,0,1,0,2,2,3,0,1,2,0,0,0,3,Orthodox,180.34,187.96,185,34,38
Red,FALSE,Light Heavyweight,3,3,0,0,6,3,3,0,0,0,3,3,0,6,Orthodox,185.42,190.5,205,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,205,44,27
Red,FALSE,Middleweight,3,2,0,0,4,6,2,0,0,1,1,4,0,6,Orthodox,185.42,187.96,185,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,172.72,180.34,170,33,28
Red,FALSE,Welterweight,3,0,1,0,2,8,1,0,0,1,1,3,0,5,Orthodox,180.34,172.72,170,0,1,0,6,2,0,0,0,1,2,4,0,7,Southpaw,177.8,177.8,170,34,35
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,190.5,195.58,205,0,1,0,1,2,0,0,0,0,0,2,0,2,Orthodox,190.5,190.5,185,27,31
Red,FALSE,Lightweight,3,1,0,0,1,2,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,155,2,0,0,1,3,0,0,0,0,1,0,0,1,Orthodox,167.64,177.8,145,25,30
Red,TRUE,Light Heavyweight,5,0,3,0,3,2,2,0,0,4,1,2,0,7,Orthodox,190.5,195.58,205,0,2,0,5,1,1,1,3,0,3,0,0,7,Orthodox,182.88,190.5,205,29,29
Red,TRUE,Heavyweight,5,0,2,0,2,0,1,0,0,1,0,1,0,2,Orthodox,190.5,195.58,240,0,2,0,4,3,1,0,0,1,1,6,0,9,Southpaw,190.5,200.66,264,32,29
Red,FALSE,Middleweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Southpaw,187.96,185.42,185,0,1,0,1,1,1,0,0,0,0,1,0,1,Orthodox,187.96,193.04,185,26,25
Red,FALSE,Light Heavyweight,3,0,1,0,1,3,1,0,0,0,2,0,0,2,Orthodox,180.34,187.96,205,1,0,0,3,1,3,0,0,1,2,0,0,3,Orthodox,185.42,185.42,205,32,30
Red,FALSE,Middleweight,3,0,2,0,2,1,0,0,0,2,0,2,0,4,Orthodox,185.42,190.5,185,0,2,0,4,1,0,0,0,3,3,0,0,6,Southpaw,187.96,190.5,170,32,27
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,205,1,0,0,3,2,0,0,0,1,3,0,0,4,Orthodox,185.42,193.04,205,35,32
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,1,0,0,0,0,1,Orthodox,175.26,177.8,170,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,170,32,31
Red,FALSE,Welterweight,3,0,2,0,2,0,0,0,0,0,1,1,0,2,Orthodox,177.8,187.96,170,1,0,0,1,2,0,0,0,0,2,0,0,2,Orthodox,187.96,198.12,205,28,24
Red,FALSE,Middleweight,3,0,1,0,2,3,0,0,0,0,2,3,0,5,Orthodox,190.5,203.2,185,0,1,0,4,2,0,0,0,0,1,4,0,5,Orthodox,185.42,193.04,185,33,30
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Southpaw,180.34,177.8,170,1,0,0,5,3,0,0,0,4,3,2,0,9,Orthodox,177.8,185.42,170,34,31
Red,FALSE,Welterweight,3,0,2,0,2,3,0,1,0,0,1,1,1,4,Orthodox,182.88,185.42,170,0,2,0,5,1,0,1,0,2,2,2,0,7,Orthodox,185.42,195.58,170,29,29
Red,FALSE,Middleweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,187.96,183.6162102,185,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,185,28,31
Red,FALSE,Lightweight,3,0,4,0,4,1,0,0,0,1,2,1,0,4,Orthodox,177.8,172.72,155,0,1,0,1,0,0,0,0,0,0,1,0,1,Southpaw,172.72,180.34,155,25,25
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,185.42,183.6162102,170,1,0,0,2,4,0,0,0,1,2,0,0,3,Orthodox,172.72,177.8,170,28,27
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,183.8185864,170,26,27
Red,FALSE,Lightweight,3,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,155,30,29
Red,FALSE,Heavyweight,3,1,0,0,2,2,0,0,0,0,3,0,0,3,Orthodox,187.96,187.96,230,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,225,26,32
Red,TRUE,Heavyweight,5,0,2,0,7,5,15,1,0,3,6,2,1,13,Orthodox,185.42,190.5,205,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,190.5,205.74,265,45,31
Red,FALSE,Lightweight,3,0,1,0,4,2,2,0,0,2,0,3,1,6,Orthodox,170.18,177.8,145,0,5,0,5,2,2,0,0,1,2,4,1,8,Southpaw,177.8,187.96,145,26,32
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,1,0,1,0,2,Switch,193.04,198.12,185,0,1,0,3,2,0,0,0,1,0,3,0,4,Orthodox,185.42,193.04,170,22,22
Red,FALSE,Middleweight,3,0,2,0,3,1,1,0,0,1,4,0,0,5,Open Stance,182.88,182.88,185,0,3,0,3,0,0,0,0,0,0,3,0,3,Southpaw,185.42,182.88,170,36,31
Red,FALSE,Lightweight,3,1,0,0,2,3,0,0,1,2,0,0,0,3,Orthodox,170.18,175.26,155,2,0,0,0,2,0,0,0,0,0,0,0,0,Southpaw,172.72,175.26,155,31,27
Red,FALSE,Lightweight,3,1,0,0,1,2,0,0,0,1,0,0,0,1,Southpaw,175.26,172.72,155,1,0,0,1,2,0,0,0,1,0,0,0,1,Orthodox,172.72,190.5,155,26,27
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,183.6162102,170,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,24,27
Red,TRUE,Middleweight,5,0,4,0,4,4,1,0,1,1,2,0,0,4,Orthodox,180.34,180.34,170,0,7,0,7,0,4,0,0,0,5,2,0,7,Southpaw,187.96,195.58,185,28,33
Red,FALSE,Welterweight,3,0,2,0,5,2,0,0,0,4,3,2,0,9,Orthodox,177.8,185.42,170,0,6,0,6,2,0,0,0,1,6,0,1,8,Orthodox,175.26,177.8,170,30,25
Red,FALSE,Lightweight,3,0,4,0,4,3,0,0,1,1,0,3,0,5,Southpaw,175.26,182.88,155,0,3,0,3,1,0,0,0,2,1,0,0,3,Orthodox,175.26,177.8,155,32,29
Red,FALSE,Lightweight,3,0,4,0,4,1,0,0,1,3,0,1,0,5,Orthodox,167.64,172.72,145,1,0,0,3,3,4,0,0,4,0,1,1,6,Orthodox,167.64,170.18,155,24,35
Red,FALSE,Middleweight,3,1,0,0,1,3,0,0,0,0,3,0,0,3,Southpaw,182.88,182.88,185,0,4,0,4,1,0,0,1,1,0,2,0,4,Orthodox,185.42,198.12,185,30,27
Red,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,0,1,0,2,3,0,0,0,2,2,1,1,6,Southpaw,170.18,177.8,155,26,32
Red,FALSE,Lightweight,3,1,0,0,2,2,0,0,0,0,1,1,0,2,Orthodox,177.8,187.96,155,2,0,0,3,4,1,0,0,1,2,2,0,5,Orthodox,167.64,180.34,155,35,34
Red,FALSE,Welterweight,3,2,0,0,2,4,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,4,0,0,1,4,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,28,26
Red,FALSE,Middleweight,3,0,2,0,5,3,0,0,1,1,5,1,0,8,Southpaw,180.34,187.96,185,0,2,0,4,1,1,0,1,0,5,0,0,6,Orthodox,185.42,190.5,185,28,29
Red,FALSE,Light Heavyweight,3,0,1,0,4,2,0,0,0,1,3,1,0,5,Orthodox,190.5,193.04,230,1,0,0,2,3,0,0,1,2,2,0,0,5,Orthodox,187.96,193.04,185,31,32
Red,FALSE,Light Heavyweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,177.8,198.12,205,0,1,0,1,1,0,0,0,0,1,0,0,1,Southpaw,187.96,195.58,185,24,27
Red,FALSE,Welterweight,3,0,1,0,1,2,0,0,1,0,1,0,0,2,Orthodox,182.88,182.88,155,1,0,0,2,8,1,0,0,0,1,3,0,4,Orthodox,180.34,172.72,170,28,34
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,1,0,0,6,2,0,0,0,1,2,3,0,6,Southpaw,177.8,177.8,170,24,35
Red,FALSE,Lightweight,3,2,0,0,2,2,0,0,0,0,1,1,0,2,Orthodox,175.26,182.88,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,29.64922049,29
Red,FALSE,Lightweight,3,1,0,0,1,3,0,0,1,1,0,0,0,2,Orthodox,175.26,177.8,155,2,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,155,24,22
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,183.6162102,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,32,29.94031903
Red,FALSE,Lightweight,3,0,1,0,2,3,0,0,0,2,0,1,0,3,Orthodox,180.34,182.88,170,0,4,0,4,0,1,0,0,0,0,4,0,4,Southpaw,182.88,193.04,170,25,23
Red,FALSE,Lightweight,3,0,2,0,2,0,1,0,0,0,0,2,0,2,Orthodox,172.72,177.8,155,0,1,0,1,3,0,0,1,0,1,1,0,3,Orthodox,170.18,177.8,155,28,26
Red,FALSE,Middleweight,3,1,0,0,3,3,1,0,0,0,1,2,0,3,Orthodox,185.42,195.58,205,1,0,0,2,3,0,0,0,0,1,1,1,3,Orthodox,187.96,185.42,185,27,24
Red,FALSE,Light Heavyweight,3,2,0,0,2,2,0,0,0,0,2,0,0,2,Orthodox,182.88,182.88,205,2,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,185,36,30
Red,FALSE,Middleweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,185,1,0,0,4,2,0,0,0,0,1,3,0,4,Orthodox,185.42,193.04,185,30,29
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,1,0,0,3,1,0,0,0,0,1,2,0,3,Orthodox,177.8,180.34,155,26,24
Red,FALSE,Light Heavyweight,3,0,1,0,7,4,7,0,0,6,9,0,1,16,Orthodox,187.96,193.04,205,0,1,0,5,1,1,1,3,0,2,0,0,6,Orthodox,182.88,190.5,205,38,28
Red,FALSE,Light Heavyweight,3,0,1,0,3,1,0,0,0,1,3,0,0,4,Orthodox,185.42,193.04,205,0,1,0,7,2,5,0,0,2,6,1,1,10,Southpaw,185.42,190.5,185,31,33
Red,FALSE,Middleweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,172.72,180.34,170,2,0,0,2,2,3,0,1,1,0,0,0,2,Orthodox,180.34,187.96,185,28,38
Red,FALSE,Middleweight,3,0,4,0,4,0,0,0,0,1,0,3,0,4,Orthodox,182.88,182.88,170,1,0,0,4,2,1,0,0,3,0,2,0,5,Orthodox,182.88,187.96,185,26,29
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,0,1,0,1,0,0,0,0,0,1,0,0,1,Southpaw,187.96,193.04,170,27,26
Red,FALSE,Lightweight,3,1,0,0,2,2,0,0,0,2,0,1,0,3,Orthodox,170.18,172.72,145,1,0,0,2,3,0,0,0,0,1,2,0,3,Orthodox,172.72,177.8,155,23,29
Red,FALSE,Middleweight,3,2,0,0,3,3,0,0,0,0,3,1,0,4,Orthodox,190.5,190.5,185,1,0,0,2,3,0,0,0,0,2,2,0,4,Orthodox,190.5,203.2,185,33,33
Red,FALSE,Welterweight,3,1,0,0,1,2,0,0,0,1,1,0,0,2,Orthodox,180.34,187.96,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,170,30,31
Red,TRUE,Welterweight,5,0,8,0,8,0,0,0,1,3,1,3,0,8,Orthodox,182.88,193.04,170,0,3,0,5,2,5,0,1,3,4,2,0,10,Orthodox,180.34,193.04,185,30,27
Red,FALSE,Heavyweight,3,0,1,0,1,2,0,0,1,1,0,0,0,2,Orthodox,193.04,198.12,250,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,265,30,31
Red,FALSE,Lightweight,3,0,2,0,2,1,1,0,0,0,0,2,0,2,Orthodox,165.1,170.18,135,0,1,0,1,1,0,0,1,0,0,0,0,1,Orthodox,175.26,177.8,155,27,27
Red,FALSE,Lightweight,3,0,6,0,6,0,0,0,0,2,3,1,0,6,Orthodox,175.26,177.8,155,0,4,0,4,2,2,0,0,0,2,4,1,7,Southpaw,177.8,187.96,145,25,32
Red,FALSE,Middleweight,3,0,1,0,2,2,0,0,0,0,2,2,0,4,Orthodox,190.5,203.2,185,0,2,0,2,0,0,0,0,0,0,2,0,2,Southpaw,185.42,182.88,170,33,30
Red,FALSE,Welterweight,3,1,0,0,2,3,1,0,0,1,2,0,0,3,Orthodox,182.88,187.96,170,1,0,0,1,1,0,0,0,0,0,1,0,1,Switch,193.04,198.12,185,28,21
Red,FALSE,Light Heavyweight,3,0,2,0,2,3,0,0,0,0,3,0,0,4,Orthodox,187.96,190.5,205,0,6,0,6,0,4,0,0,0,4,2,0,6,Southpaw,187.96,195.58,185,29,33
Red,FALSE,Lightweight,3,1,0,0,3,3,1,0,0,1,2,2,0,5,Orthodox,167.64,180.34,155,1,0,0,3,1,0,0,0,2,1,0,0,3,Orthodox,167.64,172.72,145,33,26
Red,FALSE,Heavyweight,3,1,0,0,3,1,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,185.42,195.58,240,23,25
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,0,2,0,0,2,Orthodox,187.96,198.12,205,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,177.8,187.96,170,24,28
Red,TRUE,Light Heavyweight,5,0,3,0,3,0,2,0,0,1,2,0,0,3,Orthodox,185.42,185.42,205,0,2,0,3,2,1,0,0,3,1,2,0,6,Orthodox,190.5,195.58,205,30,29
Red,FALSE,Middleweight,3,0,1,0,1,2,0,0,0,0,0,2,0,2,Orthodox,182.88,187.96,170,0,3,0,3,4,1,0,0,1,2,0,0,3,Orthodox,180.34,180.34,170,31,28
Red,FALSE,Lightweight,3,1,0,0,3,2,0,0,0,2,0,1,0,3,Southpaw,177.8,180.34,155,1,0,0,4,2,2,0,0,2,0,2,1,5,Orthodox,170.18,177.8,145,24,26
Red,FALSE,Welterweight,3,0,1,0,2,7,1,0,0,0,1,3,0,4,Orthodox,180.34,172.72,170,0,1,0,5,2,0,0,0,3,3,2,0,8,Orthodox,177.8,185.42,170,33,30
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,0,0,1,1,0,2,Orthodox,177.8,187.96,155,0,3,0,3,1,0,0,1,2,0,1,0,4,Orthodox,167.64,172.72,145,34,24
Red,FALSE,Heavyweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,225,2,0,0,4,2,1,0,0,0,3,1,0,4,Orthodox,187.96,193.04,242,32,29
Red,FALSE,Lightweight,3,0,1,0,2,2,0,0,1,2,0,0,0,3,Orthodox,170.18,175.26,155,1,0,0,2,1,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,145,31,24
Red,FALSE,Lightweight,3,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,167.64,177.8,145,2,0,0,2,3,0,0,0,0,2,0,1,3,Orthodox,175.26,172.72,155,29,25
Red,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,155,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,29,24
Red,FALSE,Middleweight,3,1,0,0,4,5,3,0,0,2,4,4,1,11,Orthodox,182.88,187.96,185,2,0,0,3,2,1,0,0,1,1,1,0,3,Orthodox,198.12,200.66,185,37,25
Red,FALSE,Welterweight,3,0,1,0,2,3,0,0,0,1,2,0,0,3,Orthodox,172.72,177.8,170,0,1,0,6,2,1,0,0,3,4,0,0,7,Southpaw,177.8,182.88,170,27,26
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,0,1,1,0,0,2,Orthodox,172.72,180.34,145,1,0,0,2,3,0,0,0,1,2,1,1,5,Southpaw,170.18,177.8,155,22,32
Red,FALSE,Welterweight,3,1,0,0,2,3,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,1,0,0,3,2,0,0,0,1,0,2,0,3,Orthodox,185.42,193.04,170,28,22
Red,FALSE,Middleweight,3,0,1,0,1,3,0,0,0,1,0,0,0,1,Orthodox,175.26,185.42,185,1,0,0,1,2,0,0,0,0,2,0,0,2,Southpaw,182.88,182.88,185,37,29
Red,FALSE,Middleweight,3,1,0,0,4,5,2,0,0,1,1,4,0,6,Orthodox,185.42,187.96,185,0,1,0,2,1,0,0,0,2,0,1,0,3,Orthodox,185.42,190.5,185,32,32
Red,FALSE,Welterweight,3,1,0,0,6,4,12,0,0,4,5,4,2,15,Switch,175.26,185.42,170,0,5,0,5,2,0,0,0,1,5,0,1,7,Orthodox,175.26,177.8,170,34,24
Red,FALSE,Middleweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,185,0,1,0,4,1,1,0,1,0,4,0,0,5,Orthodox,185.42,190.5,185,27,29
Red,FALSE,Welterweight,3,0,6,0,6,1,0,0,0,1,2,3,0,6,Southpaw,177.8,177.8,170,0,1,0,5,1,0,1,0,1,2,2,0,6,Orthodox,185.42,195.58,170,34,28
Red,FALSE,Middleweight,3,0,1,0,4,1,1,0,0,3,0,2,0,5,Orthodox,182.88,187.96,185,0,3,0,3,1,0,0,0,1,0,2,0,3,Orthodox,185.42,198.12,185,29,26
Red,FALSE,Heavyweight,3,1,0,0,4,1,0,0,0,0,3,1,0,4,Orthodox,190.5,193.04,230,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,193.04,195.58,231,30,30
Red,FALSE,Middleweight,3,0,1,0,1,4,0,0,0,2,2,0,0,4,Orthodox,185.42,185.42,185,0,3,0,3,0,0,0,0,1,0,2,0,3,Orthodox,182.88,182.88,170,36,26
Red,FALSE,Lightweight,3,0,1,0,2,1,0,0,0,2,0,1,0,3,Orthodox,170.18,172.72,145,0,3,0,3,1,0,0,0,1,1,1,0,3,Orthodox,177.8,172.72,155,23,24
Red,FALSE,Light Heavyweight,3,1,0,0,3,2,0,0,0,0,3,1,0,4,Orthodox,190.5,190.5,185,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,187.96,195.58,185,33,27
Red,FALSE,Welterweight,3,1,0,0,2,1,0,0,0,0,1,1,0,2,Orthodox,175.26,182.88,170,2,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,155,29.64922049,28
Red,FALSE,Heavyweight,3,0,2,0,2,1,0,0,0,0,3,0,0,3,Orthodox,187.96,187.96,230,0,1,0,1,2,0,0,0,0,2,0,0,2,Orthodox,193.04,198.12,245,25,32
Red,TRUE,Lightweight,5,0,3,0,3,2,3,0,0,4,0,1,1,6,Orthodox,167.64,170.18,155,0,2,0,3,4,5,0,0,1,4,3,0,8,Orthodox,175.26,177.8,155,34,29
Red,FALSE,Light Heavyweight,3,0,1,0,2,2,0,0,1,2,2,0,0,5,Orthodox,187.96,193.04,185,2,0,0,1,3,1,0,0,0,1,0,0,1,Orthodox,180.34,187.96,205,32,31
Red,FALSE,Light Heavyweight,3,2,0,0,6,6,10,0,2,3,7,1,1,14,Orthodox,190.5,187.96,205,0,4,0,4,0,0,0,0,3,0,1,0,4,Southpaw,185.42,187.96,185,33,29
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,205,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,198.12,205,28,24
Red,FALSE,Lightweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,155,0,3,0,3,3,0,0,1,0,0,3,0,4,Southpaw,175.26,182.88,155,22,32
Red,TRUE,Welterweight,5,0,2,0,2,4,2,1,1,2,1,1,0,6,Orthodox,167.64,172.72,170,0,2,0,5,2,4,0,1,3,3,2,0,9,Orthodox,180.34,193.04,185,33,26
Red,FALSE,Middleweight,3,1,0,0,1,3,1,0,0,0,1,1,0,2,Orthodox,180.34,190.5,185,1,0,0,7,2,5,0,0,2,5,1,1,9,Southpaw,185.42,190.5,185,34,33
Red,FALSE,Middleweight,3,1,0,0,1,2,0,0,0,1,0,1,0,2,Orthodox,190.5,187.96,185,0,1,0,3,1,1,0,0,0,4,0,0,4,Open Stance,182.88,182.88,185,33,36
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,185,1,0,0,4,1,1,0,1,0,3,0,0,4,Orthodox,185.42,190.5,185,27,29
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,172.72,190.5,155,0,1,0,1,0,1,0,0,0,0,1,0,1,Orthodox,172.72,177.8,155,26,28
Red,FALSE,Middleweight,3,3,0,0,1,4,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,185,1,0,0,2,2,0,0,0,0,1,2,0,3,Orthodox,190.5,203.2,185,30,32
Red,FALSE,Middleweight,3,0,3,0,3,2,1,0,0,0,1,2,0,3,Orthodox,185.42,195.58,205,0,1,0,1,0,0,0,0,0,0,1,0,1,Southpaw,185.42,182.88,170,27,30
Red,FALSE,Lightweight,3,0,1,0,1,2,0,0,1,1,0,0,0,2,Orthodox,175.26,177.8,155,0,2,0,2,3,0,0,0,0,0,3,0,3,Southpaw,175.26,182.88,155,23,32
Red,FALSE,Welterweight,3,1,0,0,1,2,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,168,0,1,0,1,3,0,1,0,0,0,1,1,3,Orthodox,182.88,185.42,170,31,28
Red,FALSE,Lightweight,3,0,3,0,3,0,0,0,0,0,1,2,0,3,Orthodox,177.8,180.34,155,0,3,0,3,2,2,0,0,0,1,4,1,6,Southpaw,177.8,187.96,145,23,31
Red,FALSE,Lightweight,3,0,3,0,3,0,0,0,0,2,1,0,0,3,Orthodox,167.64,172.72,145,0,2,0,2,1,0,0,0,1,1,0,0,2,Orthodox,175.26,177.8,155,26,28
Red,FALSE,Welterweight,3,0,3,0,4,2,0,0,1,5,1,1,0,8,Orthodox,177.8,182.88,170,0,4,0,4,2,0,0,0,1,4,0,1,6,Orthodox,175.26,177.8,170,25,24
Red,FALSE,Light Heavyweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,185,1,0,0,3,1,0,0,0,1,2,0,0,3,Orthodox,185.42,193.04,205,27,31
